"fullVisitorId";"codssfamille";"nPPview";"nATC";"nConv"
"2895462778216319533";"211117";3;0;0
"1215093081749776025";"151212";1;0;0
"7221909040586282154";"163312";3;0;0
"8551239682552478461";"112111";9;2;0
"782848036966464054";"164311";3;1;0
"2895462778216319533";"111112";21;2;0
"7221909040586282154";"152114";2;2;0
"1215093081749776025";"132311";1;0;0
"1215093081749776025";"126111";5;2;0
"3585035789237567565";"131212";1;0;0
"4814660105460018133";"125111";5;2;0
"782848036966464054";"124114";5;1;0
"1215093081749776025";"111213";8;0;0
"3585035789237567565";"124113";35;6;0
"782848036966464054";"166211";1;1;0
"7221909040586282154";"123211";7;2;0
"1215093081749776025";"122114";1;0;0
"2895462778216319533";"164211";10;5;0
"1215093081749776025";"111114";39;1;0
"3585035789237567565";"141111";1;0;0
"8551239682552478461";"132111";1;0;0
"1215093081749776025";"213215";1;0;0
"8551239682552478461";"166311";2;0;0
"782848036966464054";"121111";1;0;0
"3585035789237567565";"151111";5;0;0
"4814660105460018133";"152211";1;0;0
"7221909040586282154";"122112";1;0;0
"3585035789237567565";"124212";5;2;0
"782848036966464054";"122214";2;1;0
"2895462778216319533";"213515";1;0;0
"8551239682552478461";"111114";32;2;0
"7221909040586282154";"112211";2;0;0
"8551239682552478461";"121113";1;0;0
"3585035789237567565";"112111";8;1;0
"4814660105460018133";"112111";2;1;0
"3585035789237567565";"111311";43;6;1
"1215093081749776025";"122113";3;0;0
"3585035789237567565";"111213";7;3;2
"3585035789237567565";"141114";2;1;0
"7221909040586282154";"121112";1;0;0
"782848036966464054";"133111";1;0;0
"8551239682552478461";"143111";2;1;0
"8551239682552478461";"131112";8;1;0
"4814660105460018133";"151114";1;0;0
"782848036966464054";"133311";1;0;0
"782848036966464054";"122112";1;1;0
"1215093081749776025";"111113";4;0;0
"8551239682552478461";"111215";9;0;0
"8551239682552478461";"131113";2;1;0
"8551239682552478461";"132211";5;2;0
"7221909040586282154";"141111";1;1;0
"782848036966464054";"126211";3;1;0
"8551239682552478461";"142114";2;0;0
"1215093081749776025";"211115";5;0;0
"782848036966464054";"124211";5;4;0
"4814660105460018133";"121113";1;0;1
"2895462778216319533";"124114";5;1;0
"8551239682552478461";"243116";6;0;0
"3585035789237567565";"111214";3;1;1
"782848036966464054";"245111";2;0;0
"2895462778216319533";"231215";1;0;0
"8551239682552478461";"131311";3;0;0
"7221909040586282154";"121115";7;0;0
"782848036966464054";"131112";1;0;0
"782848036966464054";"231111";10;1;0
"1215093081749776025";"247311";1;0;0
"7221909040586282154";"151511";5;2;0
"1215093081749776025";"161811";1;0;0
"2895462778216319533";"211114";3;1;0
"7221909040586282154";"111115";10;1;0
"4814660105460018133";"122111";1;0;0
"782848036966464054";"231222";7;1;0
"782848036966464054";"242211";5;3;0
"7221909040586282154";"151116";1;0;0
"4814660105460018133";"164113";4;3;2
"4814660105460018133";"123111";7;1;1
"8551239682552478461";"124311";1;0;0
"1215093081749776025";"213311";1;0;0
"8551239682552478461";"214111";12;1;1
"7221909040586282154";"143111";1;0;0
"3585035789237567565";"141112";1;0;0
"8551239682552478461";"213211";4;0;0
"782848036966464054";"166814";2;0;0
"3585035789237567565";"233211";3;0;0
"782848036966464054";"131115";1;0;0
"7221909040586282154";"163113";1;0;0
"2895462778216319533";"152213";1;0;0
"1215093081749776025";"121113";37;3;0
"3585035789237567565";"124211";11;2;0
"782848036966464054";"122111";4;2;0
"782848036966464054";"152212";6;1;0
"3585035789237567565";"151211";9;1;0
"7221909040586282154";"111214";5;2;0
"3585035789237567565";"152213";1;0;0
"4814660105460018133";"152212";4;0;0
"782848036966464054";"243111";1;0;0
"782848036966464054";"122211";1;0;0
"8551239682552478461";"131115";1;0;0
"7221909040586282154";"212113";3;2;0
"4814660105460018133";"111211";5;2;2
"4814660105460018133";"124212";2;1;1
"7221909040586282154";"164311";1;1;0
"782848036966464054";"121112";1;0;0
"1215093081749776025";"112111";4;0;0
"2895462778216319533";"125311";2;0;0
"2895462778216319533";"211113";2;1;0
"1215093081749776025";"151211";4;0;0
"3585035789237567565";"151311";4;0;0
"4814660105460018133";"111311";17;3;2
"2895462778216319533";"166212";1;0;0
"2895462778216319533";"166112";1;0;0
"4814660105460018133";"211115";3;0;0
"8551239682552478461";"111112";36;3;1
"3585035789237567565";"164211";1;0;0
"7221909040586282154";"111111";2;0;0
"1215093081749776025";"213213";3;1;1
"782848036966464054";"111215";1;0;0
"3585035789237567565";"112311";5;2;0
"3585035789237567565";"143112";2;0;0
"1215093081749776025";"142111";3;0;0
"782848036966464054";"122113";1;2;0
"782848036966464054";"126311";2;1;0
"4814660105460018133";"166114";3;1;0
"782848036966464054";"111213";1;0;0
"2895462778216319533";"166814";1;0;0
"7221909040586282154";"151211";9;3;1
"2895462778216319533";"124113";14;5;0
"782848036966464054";"151311";1;0;0
"782848036966464054";"124311";1;0;0
"1215093081749776025";"211211";4;0;0
"1215093081749776025";"111215";2;0;0
"8551239682552478461";"133311";1;0;0
"8551239682552478461";"142111";4;0;0
"782848036966464054";"166311";1;0;0
"8551239682552478461";"211114";1;0;0
"2895462778216319533";"161914";1;0;0
"8551239682552478461";"111211";35;2;1
"8551239682552478461";"151111";2;0;0
"782848036966464054";"164513";10;3;0
"2895462778216319533";"161114";3;1;0
"782848036966464054";"152312";5;0;0
"2895462778216319533";"161112";11;1;0
"3585035789237567565";"111112";5;3;0
"4814660105460018133";"124211";8;3;2
"2895462778216319533";"132111";1;0;0
"8551239682552478461";"111113";1;0;0
"7221909040586282154";"151411";1;1;0
"7221909040586282154";"121111";1;0;0
"782848036966464054";"123211";1;0;0
"3585035789237567565";"167115";2;2;1
"782848036966464054";"152112";4;1;0
"8551239682552478461";"164212";1;0;0
"2895462778216319533";"211115";39;12;0
"8551239682552478461";"212114";1;0;0
"7221909040586282154";"214114";1;0;0
"4814660105460018133";"152311";2;0;0
"8551239682552478461";"166114";1;0;0
"7221909040586282154";"151114";9;3;0
"7221909040586282154";"213211";1;1;0
"782848036966464054";"123311";2;1;0
"4814660105460018133";"124113";1;0;0
"1215093081749776025";"124112";1;1;0
"8551239682552478461";"141112";6;0;0
"1215093081749776025";"152112";3;0;0
"4814660105460018133";"166312";1;0;0
"782848036966464054";"131113";2;0;0
"3585035789237567565";"233111";1;0;0
"1215093081749776025";"141111";11;1;0
"4814660105460018133";"122211";10;2;0
"1215093081749776025";"121111";60;15;0
"3585035789237567565";"122111";1;0;0
"1215093081749776025";"242111";1;0;0
"7221909040586282154";"152112";7;0;0
"3585035789237567565";"111215";22;7;1
"2895462778216319533";"166211";2;0;0
"3585035789237567565";"126311";5;2;0
"4814660105460018133";"152213";1;0;0
"3585035789237567565";"213111";2;0;0
"8551239682552478461";"132311";1;1;0
"4814660105460018133";"152111";2;0;0
"1215093081749776025";"131113";1;0;0
"7221909040586282154";"126311";1;1;0
"782848036966464054";"152213";6;0;0
"7221909040586282154";"125211";5;1;0
"1215093081749776025";"151111";1;0;0
"4814660105460018133";"166211";11;1;0
"2895462778216319533";"111111";14;1;0
"8551239682552478461";"142112";1;0;0
"4814660105460018133";"122214";3;0;0
"3585035789237567565";"142114";1;1;0
"4814660105460018133";"152112";3;1;0
"7221909040586282154";"152211";1;0;0
"3585035789237567565";"126111";7;2;0
"3585035789237567565";"111212";2;0;0
"2895462778216319533";"124111";3;0;0
"782848036966464054";"151112";1;0;0
"2895462778216319533";"125111";1;0;0
"4814660105460018133";"164211";10;7;2
"1215093081749776025";"111212";1;0;0
"3585035789237567565";"124112";10;3;0
"1215093081749776025";"152113";1;0;0
"2895462778216319533";"164113";8;1;0
"8551239682552478461";"164112";4;2;0
"4814660105460018133";"124111";3;1;1
"4814660105460018133";"142111";7;2;1
"2895462778216319533";"141111";3;1;0
"1215093081749776025";"133111";1;0;0
"3585035789237567565";"112211";3;0;0
"1215093081749776025";"141112";2;1;0
"4814660105460018133";"211117";4;1;0
"8551239682552478461";"211115";92;13;3
"4814660105460018133";"213111";1;0;0
"4814660105460018133";"125211";1;1;0
"7221909040586282154";"122214";3;0;0
"2895462778216319533";"124112";6;2;0
"3585035789237567565";"121111";8;0;0
"4814660105460018133";"124311";6;2;2
"4814660105460018133";"164112";1;1;0
"1215093081749776025";"242112";1;0;0
"8551239682552478461";"233411";2;0;0
"4814660105460018133";"111213";3;1;0
"1215093081749776025";"111115";10;0;0
"7221909040586282154";"123311";4;1;0
"3585035789237567565";"125311";7;3;0
"1215093081749776025";"213411";10;0;0
"1215093081749776025";"162511";1;0;0
"782848036966464054";"126111";6;0;0
"8551239682552478461";"153311";4;1;0
"3585035789237567565";"121113";2;2;1
"7221909040586282154";"112111";5;1;0
"8551239682552478461";"131114";5;2;0
"7221909040586282154";"142111";1;1;0
"1215093081749776025";"163211";1;0;0
"4814660105460018133";"111214";1;0;0
"4814660105460018133";"121111";5;0;0
"8551239682552478461";"111311";45;1;0
"4814660105460018133";"122114";3;0;0
"3585035789237567565";"141115";3;1;0
"7221909040586282154";"244211";1;0;0
"1215093081749776025";"132213";3;0;0
"4814660105460018133";"121112";6;2;1
"2895462778216319533";"111215";20;2;0
"7221909040586282154";"152212";4;2;1
"7496459327420666029";"247311";1;0;0
"3493077867936492418";"242111";1;0;0
"6736412968292102028";"131112";1;0;0
"6736412968292102028";"111111";2;1;0
"4900986143496148916";"141112";19;2;0
"6174562011116474836";"122312";1;1;1
"6736412968292102028";"152212";5;2;0
"3350720571345551544";"151111";8;2;0
"4900986143496148916";"131212";1;0;0
"4399014297499149812";"231214";3;2;0
"6174562011116474836";"231220";1;0;0
"4900986143496148916";"166211";3;0;0
"7496459327420666029";"112111";1;0;0
"7496459327420666029";"111212";2;0;0
"4399014297499149812";"164513";6;4;0
"3350720571345551544";"121111";1;1;0
"7496459327420666029";"123211";12;5;0
"3350720571345551544";"111213";2;0;0
"6736412968292102028";"111112";4;1;0
"4399014297499149812";"166814";1;0;0
"4399014297499149812";"244111";3;3;0
"4900986143496148916";"211315";2;0;0
"4900986143496148916";"151212";1;0;0
"7496459327420666029";"123311";4;3;0
"3493077867936492418";"231511";2;0;0
"6174562011116474836";"122213";2;2;0
"6174562011116474836";"152111";7;3;3
"4900986143496148916";"124114";1;0;0
"4900986143496148916";"213114";1;0;0
"3493077867936492418";"211211";8;1;0
"4900986143496148916";"212115";4;0;0
"3350720571345551544";"212115";3;0;0
"6736412968292102028";"152213";3;1;0
"3350720571345551544";"233112";1;0;0
"6174562011116474836";"242112";1;0;0
"6174562011116474836";"212211";2;1;0
"4399014297499149812";"111215";3;3;0
"3350720571345551544";"213515";2;0;0
"4399014297499149812";"164113";4;3;0
"6736412968292102028";"124212";2;0;0
"3350720571345551544";"211113";1;0;0
"4399014297499149812";"133311";1;1;0
"7496459327420666029";"166311";1;0;0
"3493077867936492418";"124211";1;0;0
"6736412968292102028";"164113";4;2;1
"3350720571345551544";"211117";16;0;0
"6736412968292102028";"164211";2;0;0
"6174562011116474836";"123211";1;0;0
"4399014297499149812";"111114";5;3;0
"7496459327420666029";"213515";2;0;0
"3493077867936492418";"213411";1;0;0
"6174562011116474836";"152112";6;0;0
"3493077867936492418";"244211";4;0;0
"3350720571345551544";"212113";1;0;0
"3493077867936492418";"124311";2;1;0
"3493077867936492418";"111115";1;0;0
"7496459327420666029";"121113";4;0;0
"3493077867936492418";"211218";1;0;0
"4900986143496148916";"151111";1;0;0
"4399014297499149812";"125111";2;2;2
"4900986143496148916";"213111";21;1;0
"6736412968292102028";"142111";5;0;0
"6736412968292102028";"163113";2;0;0
"6736412968292102028";"124112";3;1;0
"6174562011116474836";"111311";11;4;0
"7496459327420666029";"161914";2;0;0
"4900986143496148916";"111214";7;1;0
"6174562011116474836";"122214";5;4;0
"6174562011116474836";"151211";3;0;0
"3350720571345551544";"125111";4;1;0
"3350720571345551544";"126311";1;1;0
"6174562011116474836";"111211";2;0;0
"4399014297499149812";"152213";1;0;0
"6174562011116474836";"231611";1;0;0
"6174562011116474836";"152113";9;4;2
"6174562011116474836";"124112";6;3;0
"3350720571345551544";"233111";3;0;0
"3493077867936492418";"151211";3;0;0
"6174562011116474836";"125111";15;2;1
"4900986143496148916";"131113";3;0;0
"3350720571345551544";"124311";1;0;0
"7496459327420666029";"164513";3;0;0
"3493077867936492418";"111213";11;2;0
"4399014297499149812";"111111";7;5;2
"3493077867936492418";"124112";7;4;0
"4399014297499149812";"213312";1;0;0
"4900986143496148916";"164513";2;0;0
"7496459327420666029";"142112";3;1;0
"7496459327420666029";"211115";3;0;0
"3350720571345551544";"243114";3;1;0
"7496459327420666029";"125111";1;1;0
"6736412968292102028";"231411";5;0;0
"3350720571345551544";"213214";1;1;0
"6174562011116474836";"151212";2;0;0
"7496459327420666029";"122311";4;0;0
"6736412968292102028";"122214";3;1;0
"3350720571345551544";"233211";1;0;0
"6736412968292102028";"232217";2;0;0
"4399014297499149812";"247211";2;2;1
"6174562011116474836";"132111";1;0;0
"4900986143496148916";"211113";1;0;0
"3350720571345551544";"111114";2;0;0
"4399014297499149812";"111112";4;3;2
"4399014297499149812";"152212";1;0;0
"6174562011116474836";"151111";3;0;0
"7496459327420666029";"151114";1;0;0
"6174562011116474836";"152312";7;1;0
"4900986143496148916";"124311";1;0;0
"7496459327420666029";"152113";1;0;0
"4900986143496148916";"161211";1;0;0
"6174562011116474836";"151311";2;0;0
"6736412968292102028";"162511";14;0;0
"4399014297499149812";"164211";3;4;1
"6174562011116474836";"231221";1;0;0
"7496459327420666029";"163513";7;0;0
"4399014297499149812";"124211";5;1;1
"4399014297499149812";"151211";2;1;0
"4399014297499149812";"122112";1;0;0
"3493077867936492418";"124113";4;2;1
"4399014297499149812";"245112";2;1;0
"4900986143496148916";"113111";8;1;0
"6174562011116474836";"112111";2;1;0
"3493077867936492418";"232314";1;0;0
"7496459327420666029";"233412";2;0;0
"6174562011116474836";"122211";4;2;0
"6174562011116474836";"151115";1;0;0
"7496459327420666029";"111114";1;0;0
"6736412968292102028";"214113";2;0;0
"6736412968292102028";"132111";3;2;0
"3493077867936492418";"213112";1;0;0
"4900986143496148916";"213112";5;0;0
"4399014297499149812";"242112";6;3;1
"6736412968292102028";"161914";1;0;0
"4900986143496148916";"212114";3;1;0
"7496459327420666029";"163113";1;0;0
"3350720571345551544";"213112";1;0;0
"6174562011116474836";"112311";1;1;0
"4900986143496148916";"132111";3;0;0
"4900986143496148916";"141115";2;0;0
"3350720571345551544";"111115";3;0;0
"3350720571345551544";"143112";1;0;0
"4900986143496148916";"164112";4;4;0
"6736412968292102028";"141111";4;0;0
"3350720571345551544";"124114";1;2;0
"3350720571345551544";"125211";7;1;0
"3493077867936492418";"111114";3;0;0
"6174562011116474836";"211117";4;2;0
"6174562011116474836";"143112";1;0;0
"7496459327420666029";"124311";17;0;0
"7496459327420666029";"242114";5;0;0
"7496459327420666029";"141115";1;0;0
"3493077867936492418";"143112";3;0;0
"3350720571345551544";"151112";1;1;0
"6736412968292102028";"166311";10;4;0
"4399014297499149812";"124212";2;1;0
"3350720571345551544";"122212";1;1;0
"7496459327420666029";"213112";7;1;0
"7496459327420666029";"111311";79;5;0
"4900986143496148916";"166112";1;2;0
"7496459327420666029";"152112";12;0;0
"4900986143496148916";"151112";3;0;0
"6736412968292102028";"164112";1;0;0
"6736412968292102028";"126211";1;0;0
"4399014297499149812";"141111";9;4;0
"4900986143496148916";"141111";8;0;0
"4399014297499149812";"231222";6;2;0
"3493077867936492418";"151115";1;0;0
"4399014297499149812";"247111";10;7;2
"7496459327420666029";"125211";9;1;0
"7496459327420666029";"213111";15;0;0
"4399014297499149812";"231511";1;0;0
"6736412968292102028";"166112";1;0;0
"3493077867936492418";"212211";1;0;0
"3493077867936492418";"161211";2;0;0
"3493077867936492418";"212111";5;0;0
"3350720571345551544";"245112";9;3;0
"4399014297499149812";"151212";1;1;1
"6736412968292102028";"163211";12;6;1
"6174562011116474836";"151114";1;0;0
"3350720571345551544";"123111";1;1;0
"4900986143496148916";"143111";3;1;0
"7496459327420666029";"167115";3;0;0
"4900986143496148916";"141114";1;0;0
"6174562011116474836";"122112";6;4;3
"6174562011116474836";"111111";9;1;0
"3493077867936492418";"151114";3;0;0
"3493077867936492418";"166515";1;0;0
"4900986143496148916";"247111";10;0;0
"3493077867936492418";"111214";7;0;0
"6736412968292102028";"131311";4;0;0
"3350720571345551544";"121115";3;0;0
"4399014297499149812";"243118";3;2;1
"6174562011116474836";"212111";2;1;0
"3350720571345551544";"142111";3;0;0
"3350720571345551544";"111215";8;2;0
"3350720571345551544";"121112";2;0;0
"4900986143496148916";"212111";1;0;0
"4900986143496148916";"124112";1;3;0
"6174562011116474836";"122311";11;0;0
"6174562011116474836";"211115";2;0;0
"4900986143496148916";"111112";9;0;0
"6736412968292102028";"111215";2;0;0
"3350720571345551544";"211115";101;22;0
"7496459327420666029";"162511";1;0;0
"3493077867936492418";"121111";1;0;0
"6174562011116474836";"124212";6;3;2
"6736412968292102028";"123111";3;2;1
"3350720571345551544";"126211";1;0;0
"4900986143496148916";"142112";5;2;0
"4900986143496148916";"166212";1;0;0
"4399014297499149812";"166515";1;0;0
"7496459327420666029";"111215";1;0;0
"4900986143496148916";"233311";1;0;0
"6174562011116474836";"122114";4;4;1
"7496459327420666029";"151111";1;0;0
"3350720571345551544";"142112";3;0;0
"4900986143496148916";"166814";1;0;0
"3493077867936492418";"211115";51;5;0
"3493077867936492418";"232112";1;0;0
"7496459327420666029";"212115";6;4;0
"3350720571345551544";"111311";10;1;0
"6736412968292102028";"111114";2;0;0
"4399014297499149812";"125311";4;2;2
"6174562011116474836";"152213";1;0;0
"4900986143496148916";"113113";1;0;0
"3350720571345551544";"213111";5;1;0
"4399014297499149812";"126111";4;1;0
"7496459327420666029";"164311";1;0;0
"6174562011116474836";"124311";7;1;0
"6736412968292102028";"163112";1;0;0
"6736412968292102028";"214112";1;0;0
"3493077867936492418";"213114";7;1;1
"3350720571345551544";"213413";1;0;0
"3493077867936492418";"141114";3;0;0
"6736412968292102028";"153311";1;0;0
"6736412968292102028";"125111";2;1;0
"7496459327420666029";"132211";2;1;0
"6736412968292102028";"124311";2;0;0
"3350720571345551544";"121114";1;0;0
"3493077867936492418";"243116";1;0;0
"4900986143496148916";"111215";19;0;0
"6736412968292102028";"151311";2;1;0
"4900986143496148916";"111213";1;0;0
"6736412968292102028";"166814";6;1;0
"3350720571345551544";"213311";1;0;0
"7496459327420666029";"111112";3;0;0
"6736412968292102028";"124113";1;0;0
"7496459327420666029";"244111";2;0;0
"3350720571345551544";"245114";5;2;0
"7496459327420666029";"233411";5;0;0
"4399014297499149812";"211115";42;30;6
"4900986143496148916";"151115";1;0;0
"3493077867936492418";"141112";22;0;0
"4900986143496148916";"112111";1;0;0
"3493077867936492418";"111111";7;0;0
"6736412968292102028";"166211";20;2;0
"6736412968292102028";"123311";1;0;0
"7496459327420666029";"245112";1;0;0
"3350720571345551544";"111112";13;5;0
"3350720571345551544";"213213";1;1;0
"4399014297499149812";"111213";2;2;0
"6174562011116474836";"121112";2;0;0
"3493077867936492418";"212115";2;0;0
"6736412968292102028";"162312";2;0;0
"3350720571345551544";"213511";1;0;0
"3493077867936492418";"142112";1;0;0
"6736412968292102028";"163513";7;2;0
"4900986143496148916";"125211";1;0;0
"3493077867936492418";"111112";17;2;0
"3493077867936492418";"111215";46;10;0
"4399014297499149812";"112111";4;3;0
"6174562011116474836";"111115";2;0;0
"6174562011116474836";"231214";2;0;0
"6174562011116474836";"111112";6;2;1
"3350720571345551544";"124112";3;2;0
"4399014297499149812";"141112";3;3;0
"4399014297499149812";"231223";1;0;0
"6736412968292102028";"164513";6;1;0
"7496459327420666029";"152211";1;0;0
"7496459327420666029";"231518";1;0;0
"3493077867936492418";"243114";4;0;0
"3493077867936492418";"211213";2;1;0
"4399014297499149812";"111311";1;1;0
"6736412968292102028";"141115";2;2;0
"3493077867936492418";"213111";3;0;0
"7496459327420666029";"126311";1;0;0
"3350720571345551544";"211211";21;5;0
"3350720571345551544";"111111";5;0;0
"4399014297499149812";"111115";1;1;0
"6174562011116474836";"111213";14;0;0
"3350720571345551544";"233311";1;0;0
"7496459327420666029";"152311";2;0;0
"6736412968292102028";"111311";1;0;0
"6736412968292102028";"131211";1;0;0
"3350720571345551544";"113112";1;0;0
"4399014297499149812";"111214";2;2;1
"4900986143496148916";"111113";1;0;0
"6174562011116474836";"111215";17;3;0
"3350720571345551544";"163112";3;3;0
"3350720571345551544";"214112";3;1;0
"6174562011116474836";"211114";1;0;0
"7496459327420666029";"245411";1;0;0
"7496459327420666029";"211211";4;0;0
"6174562011116474836";"231222";1;0;0
"6736412968292102028";"122114";3;1;1
"4399014297499149812";"151111";2;4;1
"3493077867936492418";"214113";10;1;0
"6736412968292102028";"163213";1;0;0
"4399014297499149812";"142111";2;2;0
"7496459327420666029";"214113";1;0;0
"6736412968292102028";"122311";8;1;0
"6736412968292102028";"211115";20;3;0
"6174562011116474836";"111114";3;0;0
"3350720571345551544";"122112";1;0;0
"3350720571345551544";"213312";2;0;0
"4900986143496148916";"111212";1;0;0
"4399014297499149812";"124311";3;1;1
"3493077867936492418";"211112";11;2;0
"3350720571345551544";"213211";5;2;0
"4399014297499149812";"111211";12;7;3
"6174562011116474836";"122113";1;0;0
"6174562011116474836";"125211";5;2;1
"7496459327420666029";"151311";1;0;0
"6174562011116474836";"213111";10;0;0
"6736412968292102028";"152113";2;0;0
"6174562011116474836";"122212";1;0;0
"4399014297499149812";"244211";6;2;1
"4900986143496148916";"111211";4;0;0
"4900986143496148916";"111111";16;3;0
"3350720571345551544";"211315";35;2;0
"6174562011116474836";"124111";4;1;0
"4900986143496148916";"132211";2;0;0
"4900986143496148916";"111114";2;0;0
"4900986143496148916";"151511";2;0;0
"7496459327420666029";"111213";1;0;0
"6174562011116474836";"126111";5;1;0
"7496459327420666029";"122112";1;0;0
"6174562011116474836";"152114";1;0;0
"4900986143496148916";"113112";3;0;0
"4900986143496148916";"231111";2;0;0
"3493077867936492418";"211113";1;0;0
"3350720571345551544";"123211";17;4;0
"4399014297499149812";"141115";3;3;0
"3350720571345551544";"214113";1;0;0
"4399014297499149812";"123211";1;1;0
"4900986143496148916";"151211";1;0;0
"4900986143496148916";"142111";5;1;0
"6736412968292102028";"132215";1;0;0
"6736412968292102028";"124211";2;3;0
"3493077867936492418";"111311";14;0;0
"6174562011116474836";"122111";3;2;1
"3493077867936492418";"211111";40;0;0
"3493077867936492418";"211216";4;0;0
"3493077867936492418";"141111";5;0;0
"4399014297499149812";"124113";3;3;1
"4399014297499149812";"245114";1;1;1
"3350720571345551544";"111211";1;0;0
"7496459327420666029";"212111";1;1;0
"6736412968292102028";"125211";7;3;0
"4399014297499149812";"242211";7;5;1
"3350720571345551544";"112111";17;4;0
"3350720571345551544";"111214";5;0;0
"4900986143496148916";"143112";2;0;0
"4900986143496148916";"131112";2;0;0
"3493077867936492418";"111211";52;3;0
"3350720571345551544";"221111";2;4;0
"3493077867936492418";"124114";17;8;0
"4900986143496148916";"111115";1;0;0
"7496459327420666029";"247111";34;2;0
"4399014297499149812";"214111";1;0;0
"7496459327420666029";"151211";6;0;0
"3350720571345551544";"141116";1;0;0
"3493077867936492418";"243120";20;5;1
"4900986143496148916";"211115";9;1;0
"3493077867936492418";"112111";3;0;0
"6736412968292102028";"121111";1;0;0
"7836317495396218784";"163211";1;0;0
"317997601890687096";"111311";22;5;0
"7836317495396218784";"161914";2;0;0
"317997601890687096";"141115";1;0;0
"2967159633662593518";"166814";11;2;0
"4554341725334975708";"142111";5;0;0
"7836317495396218784";"153311";1;0;0
"7836317495396218784";"132111";5;2;0
"7836317495396218784";"113111";1;1;0
"2967159633662593518";"124114";4;1;0
"4554341725334975708";"244211";1;0;0
"317997601890687096";"124113";4;5;0
"4554341725334975708";"213111";20;4;0
"2967159633662593518";"151111";1;0;0
"2967159633662593518";"111215";36;19;3
"317997601890687096";"142115";1;0;0
"2967159633662593518";"141111";3;0;0
"317997601890687096";"111213";6;0;1
"317997601890687096";"125111";5;3;0
"4554341725334975708";"111214";8;1;0
"4554341725334975708";"111112";3;0;0
"317997601890687096";"151112";2;0;0
"2967159633662593518";"121113";8;2;2
"4554341725334975708";"132111";6;3;0
"7836317495396218784";"122312";3;1;0
"7836317495396218784";"166515";2;0;0
"317997601890687096";"166113";1;1;0
"7836317495396218784";"151115";2;0;0
"4554341725334975708";"111114";11;2;0
"317997601890687096";"164312";5;3;0
"317997601890687096";"131112";3;2;0
"4554341725334975708";"132213";7;1;0
"317997601890687096";"122211";25;16;0
"7836317495396218784";"111213";41;8;1
"317997601890687096";"143111";2;2;0
"317997601890687096";"164513";4;2;1
"7836317495396218784";"152213";1;0;0
"7836317495396218784";"161811";1;0;0
"317997601890687096";"164212";1;0;0
"317997601890687096";"151115";3;0;0
"2967159633662593518";"211115";44;24;3
"317997601890687096";"161211";1;0;0
"2967159633662593518";"111213";3;1;1
"4554341725334975708";"211411";1;0;0
"4554341725334975708";"132112";1;0;0
"7836317495396218784";"123211";3;1;0
"2967159633662593518";"111115";12;2;0
"2967159633662593518";"131112";2;2;0
"317997601890687096";"164113";4;2;0
"4554341725334975708";"112111";3;0;0
"2967159633662593518";"122214";1;0;0
"317997601890687096";"111112";10;7;0
"317997601890687096";"122212";2;1;0
"7836317495396218784";"161211";1;0;0
"4554341725334975708";"121112";12;0;0
"317997601890687096";"124111";3;1;0
"317997601890687096";"141112";2;2;0
"4554341725334975708";"211115";26;10;0
"317997601890687096";"111111";29;15;0
"2967159633662593518";"125211";7;1;0
"4554341725334975708";"121113";3;0;0
"2967159633662593518";"164211";1;0;0
"2967159633662593518";"121112";2;2;1
"317997601890687096";"164112";1;1;0
"4554341725334975708";"111111";21;3;0
"7836317495396218784";"113113";2;0;0
"4554341725334975708";"112311";2;0;0
"2967159633662593518";"211117";2;2;0
"4554341725334975708";"213411";4;1;0
"2967159633662593518";"131312";1;2;0
"2967159633662593518";"231611";2;0;0
"317997601890687096";"121112";1;0;0
"2967159633662593518";"124212";6;0;0
"317997601890687096";"164211";5;3;0
"7836317495396218784";"141111";13;1;1
"7836317495396218784";"111311";2;0;0
"2967159633662593518";"122311";2;1;0
"7836317495396218784";"163212";1;0;0
"4554341725334975708";"121111";2;0;0
"317997601890687096";"153311";7;2;1
"4554341725334975708";"142114";4;0;0
"7836317495396218784";"141114";1;0;0
"4554341725334975708";"211315";1;0;0
"317997601890687096";"163113";2;1;0
"4554341725334975708";"211213";4;1;0
"7836317495396218784";"111214";7;3;0
"2967159633662593518";"121111";5;2;0
"317997601890687096";"112211";1;0;0
"4554341725334975708";"142116";1;0;0
"317997601890687096";"122311";6;4;0
"317997601890687096";"125211";14;9;0
"2967159633662593518";"122113";4;1;0
"2967159633662593518";"123311";1;0;0
"7836317495396218784";"164112";3;0;0
"7836317495396218784";"112411";2;0;0
"7836317495396218784";"122214";1;1;1
"2967159633662593518";"213111";1;1;0
"4554341725334975708";"132215";1;1;0
"317997601890687096";"163211";2;2;0
"7836317495396218784";"163112";1;0;0
"317997601890687096";"124212";7;4;0
"4554341725334975708";"131311";3;2;0
"2967159633662593518";"244114";1;0;0
"7836317495396218784";"161212";2;0;0
"2967159633662593518";"164312";1;1;0
"317997601890687096";"122111";2;1;0
"4554341725334975708";"111215";3;0;0
"4554341725334975708";"111213";5;0;0
"317997601890687096";"231518";1;0;0
"7836317495396218784";"212113";1;0;0
"4554341725334975708";"112211";1;0;0
"7836317495396218784";"247111";8;0;0
"4554341725334975708";"211211";41;3;0
"317997601890687096";"111211";7;5;0
"4554341725334975708";"122214";3;0;0
"7836317495396218784";"141112";4;2;0
"317997601890687096";"112111";16;5;0
"2967159633662593518";"111214";7;4;0
"317997601890687096";"142111";3;1;0
"317997601890687096";"111214";4;3;0
